SHIP,CRUISE,STATION,CAST,CTD_CAST,LONGITUDE,LATITUDE,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,DEPTH,SALA,PHNBS,PHTOTAL,DOMM,DOML,NTRA,PHOS,SLCA,NTRI,AMON,CHLA,POC,PON,DOC,DIC,ALK
FR1,SEATS-34,KK1,4,,115.514,18.314,2005,7,29,22,3,500,,,7.522,94,,30.18,2.172939115,69.87154535,,,,1.649545896,0.193319229,,2234.57,2326.14
FR1,SEATS-34,KK1,4,,115.514,18.314,2005,7,29,22,3,600,,,7.517,90,,31.93,2.329083003,80.38147139,,,,2.033679807,0.305343889,,2252.33,2335.89
FR1,SEATS-34,KK1,4,,115.514,18.314,2005,7,29,22,3,700,,,7.493,87,,33.15,2.442161448,90.7940833,,,,1.828117266,0.286798741,,2271.6,2345.61
FR1,SEATS-34,KK1,3,,115.4998,18.3307,2005,7,29,20,22,800,,,,88,,33.62,2.48073563,94.20007785,,,,2.002917727,0.275319704,,2286.04,2350.06
FR1,SEATS-34,KK1,3,,115.4998,18.3307,2005,7,29,20,22,900,,,,87,,36.66,2.575849035,107.5321137,,,,1.339856904,0.256669267,,2295.14,2364.62
FR1,SEATS-34,KK1,3,,115.4998,18.3307,2005,7,29,20,22,1500,,,,97,,37.4,2.784040885,,,,,,,,2343.57,2423.64
FR1,SEATS-34,KK1,2,,115.5023,18.3313,2005,7,29,18,8,1000,,,7.552,89,,37.65,2.668716809,120.5722071,,,,2.255478889,0.403408449,,2311.92,2383.59
FR1,SEATS-34,KK1,2,,115.5023,18.3313,2005,7,29,18,8,1200,,,7.551,95,,37.32,2.731992922,133.4176722,,,,2.172010333,0.389697644,,2327.45,2396.99
FR1,SEATS-34,KK1,2,,115.5023,18.3313,2005,7,29,18,8,1500,,,7.555,98,,,2.781795255,144.2195407,,,,,,,2344.3,2414.43
FR1,SEATS-34,KK1,1,,115.5048,18.3227,2005,7,29,15,36,1800,,,7.558,110,,37.93,2.745466703,147.6255352,,,,1.647328067,0.189792299,,2344.67,2424.46
FR1,SEATS-34,KK1,1,,115.5048,18.3227,2005,7,29,15,36,2000,,,7.553,102,,38.35,2.772414264,147.8201635,,,,3.172125312,0.562497563,,2346.95,2425.57
FR1,SEATS-34,KK1,1,,115.5048,18.3227,2005,7,29,15,36,2500,,,7.558,112,,38.4,2.799760295,148.20942,,,,0.893496895,0.192913633,,2346.42,2419.44
FR1,SEATS-34,KK1,11,,115.4987,18.3115,2005,7,30,8,29,10,,,8.12,197,,0,0,1.84896847,0.004015356,,0.135,1.099164917,0.208558135,,1926.51,2255.78
FR1,SEATS-34,KK1,11,,115.4987,18.3115,2005,7,30,8,29,30,,,8.117,196,,0.06,0,1.84896847,0.008030712,,0.152,2.35781327,0.373391637,,1926.37,2252.54
FR1,SEATS-34,KK1,11,,115.4987,18.3115,2005,7,30,8,29,40,,,8.122,207,,0,0,1.84896847,0.004015356,,0.178,2.875848819,0.522717924,,1929.06,2253.17
FR1,SEATS-34,KK1,10,,115.5013,18.3232,2005,7,30,7,47,60,,,8.067,223,,0,0.01347378,2.53016738,0.004015356,,0.249,1.064613775,0.19238797,,1980.88,2269.61
FR1,SEATS-34,KK1,10,,115.5013,18.3232,2005,7,30,7,47,80,,,8.019,193,,1.71,0.171863298,4.573764111,0.265013489,,0.385,2.262003541,0.411767849,,2014.38,2280.5
FR1,SEATS-34,KK1,10,,115.5013,18.3232,2005,7,30,7,47,100,,,7.952,170,,5.47,0.420476489,7.785130401,0.062238016,,0.144,2.949905869,0.632411034,,2044.11,2278.41
FR1,SEATS-34,KK1,9,,115.5133,18.2918,2005,7,30,6,24,125,,,7.943,165,,8.9,0.540690296,9.342156481,,,0.105,4.935584863,1.120496699,,2055.81,2277.59
FR1,SEATS-34,KK1,9,,115.5133,18.2918,2005,7,30,6,24,150,,,7.91,155,,12.05,0.692342923,12.26158038,,,0.058,0.931074868,0.239433247,,2070.47,2284.93
FR1,SEATS-34,KK1,9,,115.5133,18.2918,2005,7,30,6,24,200,,,7.838,155,,14.92,0.973191877,20.04671078,,,0.003,1.219855426,0.18446316,,2104.19,2287.44
OR1,773,KK1,3,KK1D3,115.6685,18.2497,2005,11,9,23,9,800,34.473,,,,,35.4,2.54,102.3,0,,,,,,2288.94,2361.06
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,900,34.496,,,87,,36.3,,110.9,0,,,,,,2298.67,2371.71
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,1000,34.516,,,,,36.9,2.59,115.5,0,,,,,,2310.69,2371.27
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,1200,34.56,,,92,,37.5,2.64,132.5,0,,,,,,2330.98,2395.18
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,1800,34.604,,,103,,38.6,2.69,,0,,,,,,2344.07,2417.09
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,2500,34.625,,,108,,38.7,2.74,149,0,,,,,,2343.99,2418.92
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,3000,34.628,,,115,,38.5,2.69,148.7,0,,,,,,2345.93,2418.35
OR1,773,KK1,3,,115.6685,18.2497,2005,11,9,23,9,3500,34.629,,,114,,38.3,2.69,147.8,0,,,,,,2345.29,2416.02
OR1,773,KK1,6,KK1D6,115.682,18.2783,2005,11,10,10,9,5,33.792,,,200,,0,0,2.2,0,,0.13,,,,1900.95,2217.09
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,20,33.795,,,200,,0,0,2.2,0,,0.11,,,,1901.83,2216.92
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,40,33.857,,,202,,0,0,2.2,0,,0.17,,,,1905.28,2217
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,50,33.868,,,201,,0,0,2.2,0,,0.3,,,,1906.72,2221.3
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,60,,,,201,,0,0,2.4,0,,0.46,,,,1921.19,2228.28
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,70,,,,188,,2.3,0.15,4.9,0.17,,0.83,,,,1987.68,2258.15
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,80,,,,180,,3.5,0.2,5.6,0.13,,0.58,,,,2011.41,2259.08
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,90,,,,166,,5.9,0.35,7.2,0.04,,0.37,,,,2025.34,2265.27
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,100,,,,161,,8.2,0.5,9,0.04,,0.25,,,,2042.28,2269.32
OR1,773,KK1,6,,115.682,18.2783,2005,11,10,10,9,125,34.631,,,149,,11,0.65,11.5,0,,0.12,,,,2068.01,2268.38
OR1,773,KK1,4,KK1D4,115.6627,18.2502,2005,11,10,4,14,200,,,,125,,21.5,1.54,34.1,0,,,,,,2151.62,2280.65
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,250,,,,121,,23.2,1.59,40,0,,,,,,2166.9,2287.21
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,300,,,,99,,28.1,1.94,53.9,0,,,,,,2207.39,2301.95
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,400,34.423,,,,,,,,0,,,,,,2233.93,2310.92
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,500,34.425,,,90,,31,2.14,68.6,0,,,,,,2232.92,2313.78
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,600,34.434,,,87,,32.7,2.29,78.5,0,,,,,,2252.05,2322.87
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,700,34.449,,,86,,34.1,2.39,88.5,0,,,,,,2266.23,2339.73
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,800,34.468,,,84,,35.5,2.49,99.1,0,,,,,,2284.19,2351.03
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,1500,34.592,,,99,,38.7,2.69,144.9,0,,,,,,2343.02,2408.24
OR1,773,KK1,4,,115.6627,18.2502,2005,11,10,4,14,2000,34.612,,,105,,38.8,2.69,149.5,0,,,,,,2346.87,2417.08
OR1,780,KK1,2,KK1D2,115.6705,18.2543,2005,12,25,6,32,5,,,8.074,197,,0.2,0.05,3.2,0.064,,0.343,37.86,,,1946,2238
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,20,,,8.071,195,,0.17,0.05,2.6,0.064,,0.351,38.36,,,1947,2240
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,40,,,8.071,197,,0.2,0.05,3.2,0.064,,0.365,40.79,,,1947,2234
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,60,,,8.07,198,,0.2,0.05,2.6,0.064,,0.367,38.85,,,1948,2242
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,70,,,8.07,196,,0.2,0.05,2.6,0.064,,0.353,36.84,,,1948,2239
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,80,,,8.067,196,,0.2,0.05,2.6,0.064,,0.33,31.97,,,1948,2238
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,90,,,8.067,196,,0.21,0.05,2.6,0.086,,0.312,33.88,,,1948,2238
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,100,,,8.058,189,,0.72,0.05,3.2,0.107,,0.246,24.34,,,1954,2241
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,125,,,7.91,145,,9.47,0.58,9.6,0.021,,0.064,11.27,,,2057,2271
OR1,780,KK1,2,,115.6705,18.2543,2005,12,25,6,32,150,,,7.883,145,,11.27,0.74,13.5,0,,0.028,10.87,,,2075,2275
OR1,780,KK1,16,KK1D16,115.6787,18.2663,2005,12,26,14,14,5,,,8.077,201,,0.12,0.05,2.6,0.086,,,47.5,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,10,,,8.077,199,,0.12,0.05,2.6,0.086,,,46.29,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,20,,,8.079,199,,0.12,0.11,2.6,0.086,,,41.63,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,40,,,8.077,198,,0.15,0.05,2.6,0.086,,,37.6,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,60,,,8.077,197,,0.16,0.05,2.6,0.107,,,33.32,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,80,,,8.073,197,,0.19,0.05,2.6,0.107,,,40.99,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,100,,,8.075,194,,0.22,0.05,2.6,0.107,,,39.84,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,125,,,7.912,150,,9.92,0.63,9.6,0.021,,,8.33,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,150,,,7.865,146,,12.52,0.84,14.7,0,,,0.18,,,,
OR1,780,KK1,16,,115.6787,18.2663,2005,12,26,14,14,200,,,7.802,138,,16.94,1.1,21.2,0,,,11.58,,,,
OR1,780,KK1,7,KK1D7,115.6653,18.252,2005,12,25,13,8,800,34.486,,7.534,82,,35.71,2.52,100.6,0,,,7.46,,,2290,2358
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,900,,,7.532,81,,35.71,2.57,101.3,0,,,23.49,,,2285,2354
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,1000,34.521,,7.527,85,,37.07,2.73,114.7,0,,,30.2,,,2311,2374
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,1200,34.559,,7.523,89,,37.93,2.84,129.5,0,,,24.14,,,2328,2391
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,1500,34.59,,7.523,92,,38.46,2.84,139.7,0,,,30.89,,,2343,2414
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,1800,34.609,,7.532,99,,38.52,2.84,141,0,,,15.98,,,2343,2412
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,2000,34.615,,7.537,103,,,,,,,,11.55,,,2346,2420
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,2500,34.614,,7.537,109,,38.52,2.78,144.2,0,,,25.58,,,2345,2416
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,3000,34.618,,7.54,110,,38.55,2.84,146.8,0,,,19.59,,,2344,2417
OR1,780,KK1,7,,115.6653,18.252,2005,12,25,13,8,3500,34.63,,7.542,113,,38.61,2.84,146.8,0,,,15.93,,,2339,2416
OR1,780,KK1,12,KK1D12,115.6678,18.2512,2005,12,26,1,56,125,,,7.879,141,,10.78,0.68,12.8,0,,,5.93,,,2085,2277
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,150,34.613,,7.847,141,,13.89,0.89,16,0,,,7.57,,,2095,2271
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,200,34.538,,7.797,136,,17.09,1.21,25,0,,,7.74,,,2123,2283
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,300,34.459,,7.703,117,,23.39,1.63,38.5,0,,,11.76,,,2108,2281
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,400,34.429,,7.634,101,,27.78,2,53.8,0,,,9.75,,,2204,2303
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,500,34.424,,7.595,93,,31.03,2.21,66,0,,,19.64,,,2232,2319
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,600,34.436,,7.571,86,,32.57,2.36,76.3,0,,,8.16,,,2252,2324
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,700,34.456,,7.554,86,,34.53,2.52,88.5,0,,,16.79,,,2271,2343
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,800,34.474,,7.548,86,,35.44,,98.7,0,,,12.79,,,2287,2351
OR1,780,KK1,12,,115.6678,18.2512,2005,12,26,1,56,900,34.5,,7.532,86,,36.39,2.73,109.6,0,,,9.64,,,2304,2368
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,5,,,8.109,196,,0.026,0.002288648,2.623852564,0.004249974,,0.074918449,24.04,,,1893,2208
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,10,,,8.109,199,,0.026,0.002288648,2.728806666,0.004249974,,0.073945198,26.77,,,1894,2212
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,20,,,8.11,197,,0,0.004577297,2.728806666,0.002124987,,0.072725983,27.66,,,1893,2214
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,30,,,8.11,197,,0,0.004577297,2.728806666,0,,0.077723548,25.36,,,1894,2221
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,40,,,8.064,206,,0,0.044559186,2.728806666,0.012749922,,0.213297231,35.87,,,1936,2231
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,50,,,8.047,202,,0.021,0.058291076,3.463485384,0.008499948,,0.303575016,35.99,,,1950,2236
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,60,,,8.023,191,,0.384,0.128025392,4.093209999,0.150874074,,0.624956686,49.33,,,1967,2239
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,70,,,8.006,185,,1.277,0.17029593,4.827888717,0.329372979,,0.533690189,44.6,,,1979,2246
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,80,,,8.002,187,,1.047,0.161141337,4.827888717,0.320873031,,0.414278627,33.66,,,1984,2254
FR1,SC-37,KK1,2,,115.6724,18.2509,2006,7,3,14,10,90,,,7.986,184,,1.904,0.217143765,5.562567435,0.386747627,,0.265849863,26.75,,,1998,2263
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,100,,,7.913,154,,9.052,0.59085157,10.60036436,0.07012457,,0.117702448,10.75,,,2046,2269
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,125,,,7.864,138,,12.381,0.791974797,13.85394154,0.02124987,,0.048704461,10.39,,,2073,2277
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,150,,,7.83,128,,14.721,0.920000189,17.10751872,0.006374961,,0.077279124,8.82,,,2092,2275
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,200,,,7.782,125,,17.586,1.174837195,23.92953538,0.004249974,,0.024300746,13.83,,,2117,2278
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,300,,,7.711,122,,22.234,1.510851759,39.67265076,,,,10.32,,,2156,2283
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,400,,,7.651,109,,25.973,1.819402544,52.26714307,,,,10.9,,,2187,2284
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,500,,,7.59,93,,28.27,2.038834957,69.8994323,,,,25.02,,,2222,2308
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,600,,,7.564,92,,32.258,2.331365204,83.22860332,,,,28.94,,,2244,2321
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,700,,,7.539,86,,34.037,2.499372486,94.98346281,,,,18.19,,,2266,2342
FR1,SC-37,KK1,3,,115.6712,18.248,2006,7,3,19,30,800,,,7.536,85,,34.865,2.599934099,101.5955713,,,,46.23,,,2281,2348
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,900,,,7.532,88,,35.987,2.639915989,114.0851095,,,,,,,2297,2369
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,1000,,,7.533,90,,36.283,2.670743285,117.653549,,,,,,,2300,2363
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,1200,,,7.523,94,,,2.646781933,133.7115266,,,,,,,2325,2396
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,1500,,,7.523,100,,38.207,2.801057326,143.7871205,,,,,,,2340,2407
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,1800,,,7.528,103,,38.355,2.812500567,148.1951928,,,,,,,2347,2418
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,2000,,,7.527,106,,38.591,2.823943808,148.8249174,,,,,,,2347,2417
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,2500,,,7.531,111,,38.355,2.817077864,147.5654682,,,,,,,2344,2414
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,3000,,,7.536,114,,38.473,2.826232457,148.5100551,,,,,,,2345,2421
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,3500,,,7.536,116,,,2.826232457,148.405101,,,,,,,2343,2420
FR1,SC-37,KK1,6,,115.6737,18.2334,2006,7,4,5,0,3650,,,7.537,116,,38.384,2.817077864,147.8803305,,,,,,,2343,2420
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,100,,,7.9,147,,9.992,0.636163232,11.02018077,0.053124674,,,,,,2052,2270
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,125,,,7.849,142,,14.239,0.849791972,16.26788589,0.016999896,,,,,,2084,2279
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,150,,,7.859,147,,12.526,0.814095995,15.63816128,0.014874909,,,,,,2079,2277
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,200,,,7.794,129,,16.757,1.110924162,22.35522384,0.004249974,,,,,,2111,2282
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,300,,,7.71,123,,22.162,1.531097159,39.67265076,0.004249974,,,,,,2154,2299
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,400,,,7.642,107,,26.423,1.846817281,53.84145461,,,,,,,2190,2298
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,500,,,7.588,93,,30.112,2.122118436,69.8994323,,,,,,,2223,2313
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,600,,,7.574,93,,31.366,2.266990278,79.45025563,,,,,,,2236,2325
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,700,,,7.542,86,,33.8,2.482980513,93.82896768,,,,,,,2262,2334
FR1,SC-37,KK1,7,,115.6765,18.25,2006,7,4,5,20,800,,,7.537,91,,34.803,2.549375917,102.9599746,,,,,,,2278,2353
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,5,,,8.109,198,,0,0,2.728806666,0,,,,,,1896,2215
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,10,,,8.109,197,,0,0,2.728806666,0,,,,,,1896,2214
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,20,,,8.111,197,,0,0,2.728806666,0,,,,,,1897,2215
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,30,,,8.111,198,,0,0,2.728806666,0.004249974,,,,,,1897,2213
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,40,,,8.09,202,,0.03,0.004577297,2.938714871,0,,,,,,1916,2224
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,50,,,8.082,210,,0,0.002288648,2.938714871,0,,,,,,1925,2229
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,60,,,8.052,217,,0,0.018309186,3.463485384,0,,,,,,1951,2246
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,70,,,8.015,196,,0.023,0.067445669,4.303118204,0.006374961,,,,,,1982,2257
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,80,,,7.985,183,,1.203,0.17029593,5.457613333,0.214623683,,,,,,1999,2252
FR1,SC-37,KK1,9,,115.6777,18.2493,2006,7,4,9,0,90,,,7.922,157,,6.773,0.441153474,9.550823332,0.050999687,,,,,,2038,2261
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,2,,,,,,6.773,0.441153474,9.550823332,0.050999687,,,,,,2038,2261
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,16,,,,,,0,0,1.927225839,0,,,,,,,
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,20,,,,,,0,0.002288648,1.927225839,0,,,,,,,
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,42,,,,,,0,0,2.569634451,0.004249974,,,,,,,
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,57,,,,,,0,0.009154593,2.569634451,0.002124987,,,,,,,
FR1,SC-37,KK1,16,,115.6744,18.2497,2006,7,5,13,10,99,,,,,,2.57,0.193182413,5.139268903,0,,,,,,,
OR1,812,KK1,8,KK1D8,115.67,18.25,2006,10,20,18,48,100,34.598,,,142,,8.838,0.546292384,8.99372058,0.053124674,,,,,,,
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,125,34.597,,,137,,15,0.97,19,0,,0.06,7.67,,,2099,2288
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,150,34.578,,,141,,15.7,1.08,22,0,,0.02,,,,2108,2284
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,300,34.452,,,,,23.4,1.68,23.8,0,,,17.25,,,2170,2296
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,400,34.418,,,113,,27,1.95,45.9,0,,,9.37,,,2198,2307
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,500,34.428,,,103,,30.2,2.22,71.2,0,,,21.6,,,2229,2325
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,600,34.432,,,92,,32.1,2.38,83.4,0,,,5.61,,,2247,2331
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,700,34.451,,,91,,33.5,2.49,93.3,0,,,18.46,,,2264,2343
OR1,812,KK1,8,,115.67,18.25,2006,10,20,18,48,800,34.465,,,89,,34.6,2.6,102.3,0,,,8.88,,,2260,2349
OR1,812,KK1,10,KK1D10,115.6733,18.255,2006,10,21,0,29,10,33.63,,,208,,0,0,2.7,0,,0.1,32.88,,,1909,2215
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,20,33.63,,,203,,0,0,2.5,0,,0.11,33.72,,,1910,2210
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,30,33.65,,,201,,0,0,2.6,0,,0.14,31.72,,,1910,2215
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,40,33.827,,,200,,0,0,3.4,0,,0.24,37.77,,,1941,2229
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,50,34.1,,,181,,2.3,0.16,5.4,0.76,,0.43,42.15,,,1981,2244
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,60,34.199,,,168,,5.4,0.32,7.1,0.5,,0.33,32.36,,,2004,2249
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,70,34.386,,,153,,8.2,0.49,9.7,0.15,,0.23,32.07,,,2034,2254
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,80,34.499,,,146,,9.9,0.6,11,0.13,,0.18,20.4,,,2052,2264
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,90,34.573,,,151,,12.1,0.76,12.9,0.08,,0.14,23.75,,,2071,2268
OR1,812,KK1,10,,115.6733,18.255,2006,10,21,0,29,200,34.515,,,145,,18.9,1.24,18.5,0,,0,15.86,,,2133,2284
OR1,812,KK1,11,KK1D11,115.6733,18.2533,2006,10,21,2,0,900,34.497,,,91,,36.2,2.54,110.4,0,,,5.97,,,2300,2369
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,1000,34.519,,,91,,36.9,2.76,120.3,0,,,4.46,,,2312,2392
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,1200,34.557,,,92,,37.7,2.81,133.2,0,,,5.37,,,2329,2396
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,1500,34.585,,,93,,38.2,2.87,142.8,0,,,7.62,,,2342,2415
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,1800,34.601,,,99,,38.5,2.87,139.4,0,,,9.18,,,2346,2416
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,2000,34.601,,,106,,38.1,2.81,143.8,0,,,4.05,,,2343,2417
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,2500,34.61,,,110,,38.1,2.81,,0,,,11.34,,,2342,2415
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,3000,34.615,,,109,,38.3,2.87,139.6,0,,,9.94,,,2345,2421
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,3500,34.622,,,114,,38.1,2.87,145.8,0,,,7.68,,,2344,2421
OR1,812,KK1,11,,115.6733,18.2533,2006,10,21,2,0,3650,34.62,,,115,,38.2,2.87,138.5,0,,,5.49,,,2344,2419
OR1,812,KK1,12,KK1D12,115.67,18.2517,2006,10,21,8,17,5,,,,201,,0,0,,0,,0.12,27.51,,,1912,2210
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,10,,,,201,,0,0,2.6,0,,0.11,34.21,,,1913,2211
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,20,,,,202,,0,0,2.7,0,,0.12,28.94,,,1913,2209
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,30,,,,201,,0,0,2.4,0,,0.14,24.9,,,1915,2211
OR1,812,KK1,12,,115.67,18.2517,2006,10,21,8,17,40,,,,202,,0,0,3,0,,0.18,30.22,,,1925,2224
